Timestamp,Elapsed_Seconds,Capacitance
2025-11-25 12:04:30.312520,0.0067,0.0
2025-11-25 12:04:30.369472,0.0637,0.0
2025-11-25 12:04:30.422773,0.117,0.0
2025-11-25 12:04:30.473298,0.1675,0.0
2025-11-25 12:04:30.514469,0.2087,0.0
2025-11-25 12:04:30.573628,0.2678,0.0
2025-11-25 12:04:30.620722,0.3149,0.0
2025-11-25 12:04:30.663455,0.3576,0.0
2025-11-25 12:04:30.718636,0.4128,0.0
2025-11-25 12:04:30.764205,0.4584,0.0
2025-11-25 12:04:30.819634,0.5138,0.0
2025-11-25 12:04:30.865182,0.5594,0.0
2025-11-25 12:04:30.912520,0.6067,0.0
2025-11-25 12:04:30.969846,0.664,0.0
2025-11-25 12:04:31.016770,0.711,0.0
2025-11-25 12:04:31.069254,0.7634,0.0
2025-11-25 12:04:31.113465,0.8076,0.0
2025-11-25 12:04:31.170607,0.8648,0.0
2025-11-25 12:04:31.214849,0.909,0.0
2025-11-25 12:04:31.272066,0.9663,0.0
2025-11-25 12:04:31.313934,1.0081,0.0
2025-11-25 12:04:31.370830,1.0651,0.0
2025-11-25 12:04:31.415794,1.11,0.0
2025-11-25 12:04:31.461780,1.156,0.0
2025-11-25 12:04:31.517295,1.2115,0.0
2025-11-25 12:04:31.566692,1.2609,0.0
2025-11-25 12:04:31.620046,1.3142,0.0
2025-11-25 12:04:31.666579,1.3608,0.0
2025-11-25 12:04:31.720776,1.415,0.0
2025-11-25 12:04:31.767399,1.4616,0.0
2025-11-25 12:04:31.822133,1.5163,0.0
2025-11-25 12:04:31.873490,1.5677,0.0
2025-11-25 12:04:31.915086,1.6093,0.0
2025-11-25 12:04:31.970111,1.6643,0.0
2025-11-25 12:04:32.016109,1.7103,0.0
2025-11-25 12:04:32.074162,1.7683,0.0
2025-11-25 12:04:32.117994,1.8122,0.0
2025-11-25 12:04:32.161330,1.8555,0.0
2025-11-25 12:04:32.220787,1.915,0.0
2025-11-25 12:04:32.262839,1.957,0.0
2025-11-25 12:04:32.318388,2.0126,0.0
2025-11-25 12:04:32.362920,2.0571,0.0
2025-11-25 12:04:32.423740,2.1179,0.0
2025-11-25 12:04:32.464766,2.1589,0.0
2025-11-25 12:04:32.522009,2.2162,0.0
2025-11-25 12:04:32.568148,2.2623,0.0
2025-11-25 12:04:32.613144,2.3073,0.0
2025-11-25 12:04:32.674103,2.3683,0.0
2025-11-25 12:04:32.716464,2.4106,0.0
2025-11-25 12:04:32.766722,2.4609,0.0
2025-11-25 12:04:32.827008,2.5212,0.0
2025-11-25 12:04:32.867592,2.5618,0.0
2025-11-25 12:04:32.912762,2.6069,0.0
2025-11-25 12:04:32.973266,2.6675,0.0
2025-11-25 12:04:33.014546,2.7087,0.0
2025-11-25 12:04:33.072488,2.7667,0.0
2025-11-25 12:04:33.115227,2.8094,0.0
2025-11-25 12:04:33.164432,2.8586,0.0
2025-11-25 12:04:33.218683,2.9129,0.0
2025-11-25 12:04:33.264462,2.9586,0.0
2025-11-25 12:04:33.322502,3.0167,0.0
2025-11-25 12:04:33.364439,3.0586,0.0
2025-11-25 12:04:33.418745,3.1129,0.0
2025-11-25 12:04:33.465410,3.1596,0.0
2025-11-25 12:04:33.519477,3.2137,0.0
2025-11-25 12:04:33.564706,3.2589,0.0
2025-11-25 12:04:33.624057,3.3182,0.0
2025-11-25 12:04:33.666384,3.3606,0.0
2025-11-25 12:04:33.715465,3.4097,0.0
2025-11-25 12:04:33.771848,3.466,0.0
2025-11-25 12:04:33.814258,3.5084,0.0
2025-11-25 12:04:33.870466,3.5646,0.0
2025-11-25 12:04:33.916003,3.6102,0.0
2025-11-25 12:04:33.961220,3.6554,0.0
2025-11-25 12:04:34.016478,3.7107,0.0
2025-11-25 12:04:34.077766,3.7719,0.0
2025-11-25 12:04:34.116096,3.8103,0.0
2025-11-25 12:04:34.162839,3.857,0.0
2025-11-25 12:04:34.219335,3.9135,0.0
2025-11-25 12:04:34.268718,3.9629,0.0
2025-11-25 12:04:34.324483,4.0187,-1.0
2025-11-25 12:04:34.366416,4.0606,-1.0
2025-11-25 12:04:34.415745,4.1099,0.0
2025-11-25 12:04:34.470145,4.1643,0.0
2025-11-25 12:04:34.517856,4.212,0.0
2025-11-25 12:04:34.561012,4.2552,0.0
2025-11-25 12:04:34.619631,4.3138,0.0
2025-11-25 12:04:34.666237,4.3604,0.0
2025-11-25 12:04:34.720940,4.4151,0.0
2025-11-25 12:04:34.765165,4.4593,0.0
2025-11-25 12:04:34.822851,4.517,0.0
2025-11-25 12:04:34.864163,4.5584,0.0
